Rate_ID,Carrier,POL_Origin,POD_Destination,Container_Type,Ocean_Freight_USD,THC_USD,Seal_Fee_USD,Doc_Fee_USD,Total_Cost_USD,Valid_From,Valid_To,Transit_Time_Days
RTE-00799,COSCO,VNDNG (Da Nang),CNSHA (Shanghai),20DC,360,140,10,40,550,2026-07-08,2026-07-23,30
RTE-00800,MSC,VNHPH (Hai Phong),USLGB (Long Beach),40HC,3814,210,10,40,4074,2026-07-28,2026-08-12,34
RTE-00801,MSC,VNHPH (Hai Phong),CNSHA (Shanghai),40HC,714,210,10,40,974,2026-07-21,2026-08-05,34
RTE-00802,Hapag-Lloyd,VNSGN (Cat Lai),USLAX (Los Angeles),20DC,2105,140,10,40,2295,2026-07-02,2026-07-17,20
RTE-00803,COSCO,VNHPH (Hai Phong),CNSHA (Shanghai),20DC,244,140,10,40,434,2026-07-04,2026-07-19,33
RTE-00804,ONE,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,2294,210,10,40,2554,2026-07-23,2026-08-07,34
RTE-00805,COSCO,VNSGN (Cat Lai),USLGB (Long Beach),40HC,3331,210,10,40,3591,2026-07-07,2026-07-22,21
RTE-00806,CMA CGM,VNSGN (Cat Lai),CNSHA (Shanghai),40HC,530,210,10,40,790,2026-07-17,2026-08-01,25
RTE-00807,CMA CGM,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,426,140,10,40,616,2026-07-19,2026-08-03,26
RTE-00808,Hapag-Lloyd,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3551,210,10,40,3811,2026-07-19,2026-08-03,28
RTE-00809,Maersk,VNSGN (Cat Lai),USLGB (Long Beach),40HC,2992,210,10,40,3252,2026-07-10,2026-07-25,28
RTE-00810,COSCO,VNHPH (Hai Phong),USLGB (Long Beach),20DC,1853,140,10,40,2043,2026-07-13,2026-07-28,14
RTE-00811,Evergreen,VNDNG (Da Nang),NLRTM (Rotterdam),40HC,2018,210,10,40,2278,2026-07-26,2026-08-10,24
RTE-00812,MSC,VNSGN (Cat Lai),USLGB (Long Beach),40HC,2684,210,10,40,2944,2026-07-11,2026-07-26,31
RTE-00813,ONE,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3241,210,10,40,3501,2026-07-14,2026-07-29,32
RTE-00814,MSC,VNDNG (Da Nang),USLGB (Long Beach),20DC,2303,140,10,40,2493,2026-07-29,2026-08-13,17
RTE-00815,CMA CGM,VNDNG (Da Nang),USLGB (Long Beach),40HC,3666,210,10,40,3926,2026-07-28,2026-08-12,16
RTE-00816,CMA CGM,VNHPH (Hai Phong),CNSHA (Shanghai),20DC,499,140,10,40,689,2026-07-31,2026-08-15,34
RTE-00817,ONE,VNSGN (Cat Lai),USLGB (Long Beach),40HC,3170,210,10,40,3430,2026-07-09,2026-07-24,29
RTE-00818,MSC,VNSGN (Cat Lai),USLGB (Long Beach),20DC,2086,140,10,40,2276,2026-07-02,2026-07-17,28
RTE-00819,Evergreen,VNDNG (Da Nang),USLAX (Los Angeles),20DC,2717,140,10,40,2907,2026-07-29,2026-08-13,17
RTE-00820,COSCO,VNHPH (Hai Phong),NLRTM (Rotterdam),20DC,1694,140,10,40,1884,2026-07-27,2026-08-11,24
RTE-00821,CMA CGM,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3150,210,10,40,3410,2026-07-23,2026-08-07,17
RTE-00822,Maersk,VNSGN (Cat Lai),CNSHA (Shanghai),40HC,462,210,10,40,722,2026-07-10,2026-07-25,32
RTE-00823,Evergreen,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1477,140,10,40,1667,2026-07-12,2026-07-27,27
RTE-00824,Evergreen,VNSGN (Cat Lai),USLGB (Long Beach),40HC,3128,210,10,40,3388,2026-07-07,2026-07-22,14
RTE-00825,COSCO,VNDNG (Da Nang),CNSHA (Shanghai),20DC,224,140,10,40,414,2026-07-04,2026-07-19,13
RTE-00826,CMA CGM,VNSGN (Cat Lai),USLGB (Long Beach),20DC,2798,140,10,40,2988,2026-07-21,2026-08-05,27
RTE-00827,ONE,VNHPH (Hai Phong),USLAX (Los Angeles),20DC,2406,140,10,40,2596,2026-07-28,2026-08-12,19
RTE-00828,ONE,VNHPH (Hai Phong),USLGB (Long Beach),20DC,2172,140,10,40,2362,2026-07-30,2026-08-14,13
RTE-00829,MSC,VNDNG (Da Nang),CNSHA (Shanghai),40HC,698,210,10,40,958,2026-07-04,2026-07-19,21
RTE-00830,ONE,VNHPH (Hai Phong),USLAX (Los Angeles),40HC,2813,210,10,40,3073,2026-07-14,2026-07-29,35
RTE-00831,ONE,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1757,140,10,40,1947,2026-07-08,2026-07-23,25
RTE-00832,Hapag-Lloyd,VNHPH (Hai Phong),USLAX (Los Angeles),20DC,1885,140,10,40,2075,2026-07-31,2026-08-15,14
RTE-00833,Evergreen,VNSGN (Cat Lai),USLGB (Long Beach),40HC,3526,210,10,40,3786,2026-07-23,2026-08-07,17
RTE-00834,Maersk,VNDNG (Da Nang),USLGB (Long Beach),20DC,2392,140,10,40,2582,2026-07-09,2026-07-24,35
RTE-00835,ONE,VNHPH (Hai Phong),USLAX (Los Angeles),20DC,2411,140,10,40,2601,2026-07-22,2026-08-06,26
RTE-00836,CMA CGM,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,1690,140,10,40,1880,2026-07-20,2026-08-04,22
RTE-00837,CMA CGM,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2771,210,10,40,3031,2026-07-13,2026-07-28,12
RTE-00838,ONE,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,2267,210,10,40,2527,2026-07-14,2026-07-29,12
RTE-00839,CMA CGM,VNSGN (Cat Lai),USLGB (Long Beach),40HC,2543,210,10,40,2803,2026-07-05,2026-07-20,17
RTE-00840,Maersk,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2784,210,10,40,3044,2026-07-07,2026-07-22,21
RTE-00841,Evergreen,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1650,140,10,40,1840,2026-07-06,2026-07-21,29
RTE-00842,ONE,VNDNG (Da Nang),USLGB (Long Beach),20DC,2349,140,10,40,2539,2026-07-08,2026-07-23,17
RTE-00843,MSC,VNHPH (Hai Phong),CNSHA (Shanghai),20DC,383,140,10,40,573,2026-07-19,2026-08-03,18
RTE-00844,Maersk,VNHPH (Hai Phong),DEHAM (Hamburg),20DC,2000,140,10,40,2190,2026-07-17,2026-08-01,32
RTE-00845,Evergreen,VNSGN (Cat Lai),CNSHA (Shanghai),40HC,660,210,10,40,920,2026-07-28,2026-08-12,19
RTE-00846,COSCO,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3395,210,10,40,3655,2026-07-18,2026-08-02,33
RTE-00847,Hapag-Lloyd,VNHPH (Hai Phong),NLRTM (Rotterdam),40HC,2766,210,10,40,3026,2026-07-06,2026-07-21,35
RTE-00848,MSC,VNHPH (Hai Phong),USLAX (Los Angeles),40HC,3085,210,10,40,3345,2026-07-02,2026-07-17,13
RTE-00849,Hapag-Lloyd,VNHPH (Hai Phong),USLAX (Los Angeles),40HC,3399,210,10,40,3659,2026-07-03,2026-07-18,25
RTE-00850,Hapag-Lloyd,VNHPH (Hai Phong),CNSHA (Shanghai),20DC,448,140,10,40,638,2026-07-12,2026-07-27,15
RTE-00851,ONE,VNDNG (Da Nang),NLRTM (Rotterdam),20DC,1890,140,10,40,2080,2026-07-29,2026-08-13,17
RTE-00852,ONE,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1835,140,10,40,2025,2026-07-14,2026-07-29,33
RTE-00853,CMA CGM,VNHPH (Hai Phong),USLGB (Long Beach),40HC,2627,210,10,40,2887,2026-07-08,2026-07-23,17
RTE-00854,Hapag-Lloyd,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,2122,140,10,40,2312,2026-07-06,2026-07-21,28
RTE-00855,MSC,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,2124,140,10,40,2314,2026-07-22,2026-08-06,27
RTE-00856,Hapag-Lloyd,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2610,210,10,40,2870,2026-07-22,2026-08-06,27
RTE-00857,MSC,VNSGN (Cat Lai),DEHAM (Hamburg),40HC,2124,210,10,40,2384,2026-07-15,2026-07-30,27
RTE-00858,CMA CGM,VNHPH (Hai Phong),USLGB (Long Beach),40HC,3368,210,10,40,3628,2026-07-28,2026-08-12,30
RTE-00859,CMA CGM,VNDNG (Da Nang),NLRTM (Rotterdam),20DC,1718,140,10,40,1908,2026-07-05,2026-07-20,24
RTE-00860,ONE,VNDNG (Da Nang),CNSHA (Shanghai),40HC,523,210,10,40,783,2026-07-25,2026-08-09,29
RTE-00861,COSCO,VNHPH (Hai Phong),DEHAM (Hamburg),20DC,1999,140,10,40,2189,2026-07-21,2026-08-05,12
RTE-00862,Hapag-Lloyd,VNHPH (Hai Phong),USLGB (Long Beach),20DC,2164,140,10,40,2354,2026-07-25,2026-08-09,31
RTE-00863,Hapag-Lloyd,VNDNG (Da Nang),USLAX (Los Angeles),20DC,2637,140,10,40,2827,2026-07-28,2026-08-12,19
RTE-00864,MSC,VNHPH (Hai Phong),USLAX (Los Angeles),40HC,3281,210,10,40,3541,2026-07-20,2026-08-04,27
RTE-00865,Maersk,VNHPH (Hai Phong),USLGB (Long Beach),20DC,2318,140,10,40,2508,2026-07-06,2026-07-21,33
RTE-00866,MSC,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,1729,140,10,40,1919,2026-07-22,2026-08-06,28
RTE-00867,Evergreen,VNHPH (Hai Phong),DEHAM (Hamburg),20DC,2055,140,10,40,2245,2026-07-29,2026-08-13,33
RTE-00868,COSCO,VNDNG (Da Nang),NLRTM (Rotterdam),40HC,3116,210,10,40,3376,2026-07-31,2026-08-15,18
RTE-00869,MSC,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1967,140,10,40,2157,2026-07-09,2026-07-24,33
RTE-00870,Hapag-Lloyd,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,2089,210,10,40,2349,2026-07-26,2026-08-10,26
RTE-00871,Hapag-Lloyd,VNDNG (Da Nang),CNSHA (Shanghai),40HC,570,210,10,40,830,2026-07-19,2026-08-03,14
RTE-00872,Evergreen,VNHPH (Hai Phong),USLGB (Long Beach),20DC,1926,140,10,40,2116,2026-07-31,2026-08-15,28
RTE-00873,COSCO,VNDNG (Da Nang),CNSHA (Shanghai),40HC,589,210,10,40,849,2026-07-31,2026-08-15,33
RTE-00874,Maersk,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2002,210,10,40,2262,2026-07-14,2026-07-29,23
RTE-00875,ONE,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1410,140,10,40,1600,2026-07-23,2026-08-07,34
RTE-00876,Hapag-Lloyd,VNDNG (Da Nang),USLAX (Los Angeles),20DC,1885,140,10,40,2075,2026-07-05,2026-07-20,35
RTE-00877,CMA CGM,VNHPH (Hai Phong),USLGB (Long Beach),20DC,2130,140,10,40,2320,2026-07-31,2026-08-15,25
RTE-00878,CMA CGM,VNHPH (Hai Phong),USLAX (Los Angeles),20DC,2541,140,10,40,2731,2026-07-02,2026-07-17,31
RTE-00879,Hapag-Lloyd,VNDNG (Da Nang),CNSHA (Shanghai),20DC,323,140,10,40,513,2026-07-28,2026-08-12,18
RTE-00880,ONE,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,268,140,10,40,458,2026-07-09,2026-07-24,32
RTE-00881,ONE,VNDNG (Da Nang),CNSHA (Shanghai),40HC,693,210,10,40,953,2026-07-03,2026-07-18,16
RTE-00882,ONE,VNHPH (Hai Phong),DEHAM (Hamburg),20DC,2200,140,10,40,2390,2026-07-29,2026-08-13,31
RTE-00883,ONE,VNDNG (Da Nang),NLRTM (Rotterdam),40HC,2697,210,10,40,2957,2026-07-06,2026-07-21,22
RTE-00884,Hapag-Lloyd,VNDNG (Da Nang),DEHAM (Hamburg),20DC,1955,140,10,40,2145,2026-07-11,2026-07-26,31
RTE-00885,Evergreen,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,286,140,10,40,476,2026-07-07,2026-07-22,20
RTE-00886,CMA CGM,VNDNG (Da Nang),NLRTM (Rotterdam),20DC,1988,140,10,40,2178,2026-07-28,2026-08-12,31
RTE-00887,Hapag-Lloyd,VNDNG (Da Nang),CNSHA (Shanghai),20DC,389,140,10,40,579,2026-07-08,2026-07-23,27
RTE-00888,MSC,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2372,210,10,40,2632,2026-07-06,2026-07-21,20
RTE-00889,Evergreen,VNDNG (Da Nang),CNSHA (Shanghai),40HC,640,210,10,40,900,2026-07-06,2026-07-21,35
RTE-00890,MSC,VNDNG (Da Nang),CNSHA (Shanghai),40HC,702,210,10,40,962,2026-07-10,2026-07-25,25
RTE-00891,MSC,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3130,210,10,40,3390,2026-07-11,2026-07-26,12
RTE-00892,ONE,VNSGN (Cat Lai),USLAX (Los Angeles),20DC,1924,140,10,40,2114,2026-07-15,2026-07-30,21
RTE-00893,CMA CGM,VNDNG (Da Nang),USLAX (Los Angeles),40HC,3309,210,10,40,3569,2026-07-15,2026-07-30,32
RTE-00894,CMA CGM,VNHPH (Hai Phong),USLAX (Los Angeles),20DC,1900,140,10,40,2090,2026-07-21,2026-08-05,35
RTE-00895,MSC,VNHPH (Hai Phong),NLRTM (Rotterdam),40HC,2096,210,10,40,2356,2026-07-20,2026-08-04,26
RTE-00896,ONE,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,398,140,10,40,588,2026-07-20,2026-08-04,20
RTE-00897,COSCO,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3220,210,10,40,3480,2026-07-31,2026-08-15,15
RTE-00898,CMA CGM,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,2541,210,10,40,2801,2026-07-03,2026-07-18,27
RTE-00899,COSCO,VNDNG (Da Nang),USLGB (Long Beach),20DC,2115,140,10,40,2305,2026-07-22,2026-08-06,32
RTE-00900,Evergreen,VNHPH (Hai Phong),NLRTM (Rotterdam),40HC,2632,210,10,40,2892,2026-07-26,2026-08-10,13
RTE-00901,Hapag-Lloyd,VNHPH (Hai Phong),USLAX (Los Angeles),40HC,2563,210,10,40,2823,2026-07-11,2026-07-26,19
RTE-00902,COSCO,VNDNG (Da Nang),USLAX (Los Angeles),40HC,3450,210,10,40,3710,2026-07-20,2026-08-04,34
RTE-00903,MSC,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,1903,140,10,40,2093,2026-07-25,2026-08-09,33
RTE-00904,Hapag-Lloyd,VNSGN (Cat Lai),DEHAM (Hamburg),40HC,2132,210,10,40,2392,2026-07-03,2026-07-18,22
RTE-00905,COSCO,VNSGN (Cat Lai),USLGB (Long Beach),20DC,1992,140,10,40,2182,2026-07-05,2026-07-20,24
RTE-00906,MSC,VNHPH (Hai Phong),USLGB (Long Beach),40HC,2501,210,10,40,2761,2026-07-02,2026-07-17,26
RTE-00907,MSC,VNDNG (Da Nang),USLAX (Los Angeles),20DC,2331,140,10,40,2521,2026-07-07,2026-07-22,14
RTE-00908,MSC,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,414,140,10,40,604,2026-07-22,2026-08-06,25
RTE-00909,Maersk,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,360,140,10,40,550,2026-07-30,2026-08-14,24
RTE-00910,Maersk,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,3002,210,10,40,3262,2026-07-26,2026-08-10,29
RTE-00911,COSCO,VNDNG (Da Nang),NLRTM (Rotterdam),20DC,1735,140,10,40,1925,2026-07-26,2026-08-10,29
RTE-00912,ONE,VNDNG (Da Nang),DEHAM (Hamburg),20DC,1491,140,10,40,1681,2026-07-13,2026-07-28,29
RTE-00913,CMA CGM,VNSGN (Cat Lai),USLAX (Los Angeles),20DC,2407,140,10,40,2597,2026-07-11,2026-07-26,23
RTE-00914,CMA CGM,VNSGN (Cat Lai),USLGB (Long Beach),40HC,3042,210,10,40,3302,2026-07-18,2026-08-02,27
RTE-00915,CMA CGM,VNHPH (Hai Phong),CNSHA (Shanghai),40HC,611,210,10,40,871,2026-07-05,2026-07-20,26
RTE-00916,CMA CGM,VNHPH (Hai Phong),NLRTM (Rotterdam),40HC,2301,210,10,40,2561,2026-07-18,2026-08-02,20
RTE-00917,CMA CGM,VNDNG (Da Nang),NLRTM (Rotterdam),40HC,3151,210,10,40,3411,2026-07-17,2026-08-01,30
RTE-00918,Maersk,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,2496,210,10,40,2756,2026-07-15,2026-07-30,27
RTE-00919,MSC,VNHPH (Hai Phong),USLAX (Los Angeles),40HC,3038,210,10,40,3298,2026-07-17,2026-08-01,16
RTE-00920,Hapag-Lloyd,VNDNG (Da Nang),USLAX (Los Angeles),40HC,3111,210,10,40,3371,2026-07-05,2026-07-20,35
RTE-00921,Evergreen,VNSGN (Cat Lai),CNSHA (Shanghai),40HC,572,210,10,40,832,2026-07-10,2026-07-25,19
RTE-00922,MSC,VNHPH (Hai Phong),NLRTM (Rotterdam),40HC,2761,210,10,40,3021,2026-07-27,2026-08-11,27
RTE-00923,ONE,VNDNG (Da Nang),USLGB (Long Beach),40HC,3679,210,10,40,3939,2026-07-05,2026-07-20,33
RTE-00924,MSC,VNHPH (Hai Phong),USLAX (Los Angeles),20DC,2615,140,10,40,2805,2026-07-13,2026-07-28,15
RTE-00925,ONE,VNDNG (Da Nang),DEHAM (Hamburg),40HC,2967,210,10,40,3227,2026-07-23,2026-08-07,22
RTE-00926,COSCO,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1617,140,10,40,1807,2026-07-05,2026-07-20,13
RTE-00927,MSC,VNDNG (Da Nang),USLGB (Long Beach),40HC,2517,210,10,40,2777,2026-07-25,2026-08-09,22
RTE-00928,MSC,VNDNG (Da Nang),NLRTM (Rotterdam),40HC,3113,210,10,40,3373,2026-07-04,2026-07-19,19
RTE-00929,Maersk,VNSGN (Cat Lai),DEHAM (Hamburg),40HC,2802,210,10,40,3062,2026-07-05,2026-07-20,16
RTE-00930,ONE,VNDNG (Da Nang),USLAX (Los Angeles),40HC,2919,210,10,40,3179,2026-07-15,2026-07-30,21
RTE-00931,COSCO,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,1648,140,10,40,1838,2026-07-20,2026-08-04,19
RTE-00932,COSCO,VNSGN (Cat Lai),DEHAM (Hamburg),40HC,2926,210,10,40,3186,2026-07-12,2026-07-27,20
RTE-00933,ONE,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,2000,140,10,40,2190,2026-07-02,2026-07-17,32
RTE-00934,Evergreen,VNDNG (Da Nang),USLGB (Long Beach),40HC,3269,210,10,40,3529,2026-07-30,2026-08-14,15
RTE-00935,CMA CGM,VNDNG (Da Nang),NLRTM (Rotterdam),40HC,2256,210,10,40,2516,2026-07-24,2026-08-08,27
RTE-00936,Hapag-Lloyd,VNHPH (Hai Phong),DEHAM (Hamburg),20DC,2076,140,10,40,2266,2026-07-28,2026-08-12,26
RTE-00937,ONE,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,2624,210,10,40,2884,2026-07-27,2026-08-11,21
RTE-00938,MSC,VNHPH (Hai Phong),CNSHA (Shanghai),40HC,569,210,10,40,829,2026-07-03,2026-07-18,29
RTE-00939,Maersk,VNSGN (Cat Lai),CNSHA (Shanghai),40HC,423,210,10,40,683,2026-07-01,2026-07-16,35
RTE-00940,Evergreen,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,1925,140,10,40,2115,2026-07-16,2026-07-31,32
RTE-00941,CMA CGM,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,2219,210,10,40,2479,2026-07-14,2026-07-29,13
RTE-00942,ONE,VNDNG (Da Nang),USLAX (Los Angeles),40HC,3509,210,10,40,3769,2026-07-06,2026-07-21,19
RTE-00943,Maersk,VNDNG (Da Nang),CNSHA (Shanghai),40HC,586,210,10,40,846,2026-07-17,2026-08-01,27
RTE-00944,COSCO,VNHPH (Hai Phong),CNSHA (Shanghai),40HC,560,210,10,40,820,2026-07-16,2026-07-31,31
RTE-00945,ONE,VNHPH (Hai Phong),USLGB (Long Beach),40HC,3829,210,10,40,4089,2026-07-19,2026-08-03,24
RTE-00946,Hapag-Lloyd,VNDNG (Da Nang),DEHAM (Hamburg),20DC,2108,140,10,40,2298,2026-07-29,2026-08-13,12
RTE-00947,COSCO,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2303,210,10,40,2563,2026-07-16,2026-07-31,27
RTE-00948,Evergreen,VNDNG (Da Nang),DEHAM (Hamburg),40HC,2439,210,10,40,2699,2026-07-08,2026-07-23,13
RTE-00949,Hapag-Lloyd,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1571,140,10,40,1761,2026-07-04,2026-07-19,25
RTE-00950,COSCO,VNSGN (Cat Lai),USLAX (Los Angeles),20DC,2055,140,10,40,2245,2026-07-02,2026-07-17,24
RTE-00951,MSC,VNDNG (Da Nang),DEHAM (Hamburg),20DC,2036,140,10,40,2226,2026-07-28,2026-08-12,31
RTE-00952,COSCO,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,2071,140,10,40,2261,2026-07-11,2026-07-26,22
RTE-00953,COSCO,VNDNG (Da Nang),NLRTM (Rotterdam),20DC,1779,140,10,40,1969,2026-07-11,2026-07-26,34
RTE-00954,CMA CGM,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,3083,210,10,40,3343,2026-07-03,2026-07-18,30
RTE-00955,Hapag-Lloyd,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2250,210,10,40,2510,2026-07-18,2026-08-02,25
RTE-00956,Maersk,VNDNG (Da Nang),DEHAM (Hamburg),40HC,3018,210,10,40,3278,2026-07-13,2026-07-28,31
RTE-00957,MSC,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,255,140,10,40,445,2026-07-04,2026-07-19,23
RTE-00958,COSCO,VNDNG (Da Nang),USLGB (Long Beach),20DC,2408,140,10,40,2598,2026-07-09,2026-07-24,21
RTE-00959,Evergreen,VNSGN (Cat Lai),NLRTM (Rotterdam),40HC,3071,210,10,40,3331,2026-07-15,2026-07-30,17
RTE-00960,Maersk,VNHPH (Hai Phong),USLGB (Long Beach),20DC,2577,140,10,40,2767,2026-07-07,2026-07-22,15
RTE-00961,Maersk,VNDNG (Da Nang),USLGB (Long Beach),40HC,3366,210,10,40,3626,2026-07-03,2026-07-18,25
RTE-00962,Maersk,VNHPH (Hai Phong),DEHAM (Hamburg),40HC,2926,210,10,40,3186,2026-07-29,2026-08-13,23
RTE-00963,MSC,VNSGN (Cat Lai),CNSHA (Shanghai),40HC,609,210,10,40,869,2026-07-23,2026-08-07,33
RTE-00964,Hapag-Lloyd,VNDNG (Da Nang),NLRTM (Rotterdam),20DC,1450,140,10,40,1640,2026-07-03,2026-07-18,27
RTE-00965,COSCO,VNSGN (Cat Lai),DEHAM (Hamburg),20DC,1580,140,10,40,1770,2026-07-31,2026-08-15,21
RTE-00966,Hapag-Lloyd,VNDNG (Da Nang),USLGB (Long Beach),40HC,3818,210,10,40,4078,2026-07-18,2026-08-02,28
RTE-00967,ONE,VNDNG (Da Nang),USLAX (Los Angeles),20DC,2284,140,10,40,2474,2026-07-30,2026-08-14,15
RTE-00968,Maersk,VNSGN (Cat Lai),NLRTM (Rotterdam),20DC,2125,140,10,40,2315,2026-07-30,2026-08-14,32
RTE-00969,ONE,VNHPH (Hai Phong),NLRTM (Rotterdam),20DC,1784,140,10,40,1974,2026-07-13,2026-07-28,32
RTE-00970,Maersk,VNHPH (Hai Phong),USLAX (Los Angeles),40HC,3618,210,10,40,3878,2026-07-09,2026-07-24,16
RTE-00971,COSCO,VNHPH (Hai Phong),USLGB (Long Beach),20DC,2078,140,10,40,2268,2026-07-09,2026-07-24,12
RTE-00972,Evergreen,VNDNG (Da Nang),CNSHA (Shanghai),40HC,540,210,10,40,800,2026-07-15,2026-07-30,20
RTE-00973,ONE,VNHPH (Hai Phong),USLAX (Los Angeles),20DC,2128,140,10,40,2318,2026-07-19,2026-08-03,12
RTE-00974,Hapag-Lloyd,VNSGN (Cat Lai),USLGB (Long Beach),40HC,2663,210,10,40,2923,2026-07-29,2026-08-13,18
RTE-00975,ONE,VNDNG (Da Nang),USLAX (Los Angeles),40HC,3541,210,10,40,3801,2026-07-29,2026-08-13,17
RTE-00976,ONE,VNDNG (Da Nang),CNSHA (Shanghai),40HC,759,210,10,40,1019,2026-07-03,2026-07-18,14
RTE-00977,Evergreen,VNSGN (Cat Lai),USLAX (Los Angeles),20DC,1904,140,10,40,2094,2026-07-27,2026-08-11,17
RTE-00978,COSCO,VNHPH (Hai Phong),CNSHA (Shanghai),20DC,288,140,10,40,478,2026-07-17,2026-08-01,24
RTE-00979,CMA CGM,VNSGN (Cat Lai),USLAX (Los Angeles),20DC,1825,140,10,40,2015,2026-07-28,2026-08-12,25
RTE-00980,CMA CGM,VNDNG (Da Nang),USLAX (Los Angeles),20DC,2446,140,10,40,2636,2026-07-30,2026-08-14,29
RTE-00981,COSCO,VNHPH (Hai Phong),USLGB (Long Beach),20DC,2006,140,10,40,2196,2026-07-13,2026-07-28,24
RTE-00982,Hapag-Lloyd,VNHPH (Hai Phong),NLRTM (Rotterdam),40HC,2387,210,10,40,2647,2026-07-28,2026-08-12,14
RTE-00983,CMA CGM,VNSGN (Cat Lai),USLGB (Long Beach),40HC,2985,210,10,40,3245,2026-07-04,2026-07-19,30
RTE-00984,Hapag-Lloyd,VNHPH (Hai Phong),USLGB (Long Beach),40HC,3045,210,10,40,3305,2026-07-29,2026-08-13,13
RTE-00985,ONE,VNHPH (Hai Phong),CNSHA (Shanghai),40HC,644,210,10,40,904,2026-07-19,2026-08-03,13
RTE-00986,Maersk,VNDNG (Da Nang),NLRTM (Rotterdam),40HC,2884,210,10,40,3144,2026-07-12,2026-07-27,25
RTE-00987,COSCO,VNHPH (Hai Phong),NLRTM (Rotterdam),20DC,1476,140,10,40,1666,2026-07-30,2026-08-14,15
RTE-00988,Evergreen,VNHPH (Hai Phong),NLRTM (Rotterdam),40HC,2936,210,10,40,3196,2026-07-23,2026-08-07,35
RTE-00989,ONE,VNDNG (Da Nang),USLGB (Long Beach),20DC,1875,140,10,40,2065,2026-07-10,2026-07-25,18
RTE-00990,MSC,VNHPH (Hai Phong),USLGB (Long Beach),20DC,1857,140,10,40,2047,2026-07-14,2026-07-29,30
RTE-00991,Maersk,VNHPH (Hai Phong),DEHAM (Hamburg),20DC,1488,140,10,40,1678,2026-07-18,2026-08-02,20
RTE-00992,Evergreen,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3986,210,10,40,4246,2026-07-25,2026-08-09,18
RTE-00993,Maersk,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,2943,210,10,40,3203,2026-07-28,2026-08-12,12
RTE-00994,MSC,VNHPH (Hai Phong),DEHAM (Hamburg),20DC,1602,140,10,40,1792,2026-07-07,2026-07-22,17
RTE-00995,ONE,VNSGN (Cat Lai),USLAX (Los Angeles),40HC,3302,210,10,40,3562,2026-07-19,2026-08-03,35
RTE-00996,CMA CGM,VNDNG (Da Nang),USLGB (Long Beach),40HC,3736,210,10,40,3996,2026-07-09,2026-07-24,30
RTE-00997,MSC,VNDNG (Da Nang),DEHAM (Hamburg),40HC,2769,210,10,40,3029,2026-07-21,2026-08-05,22
RTE-00998,Maersk,VNSGN (Cat Lai),CNSHA (Shanghai),20DC,482,140,10,40,672,2026-07-17,2026-08-01,22
